PU;NAME;WGMS_ID;SURVEY_DATE;REFERENCE_DATE;AREA;ANN_BAL;ANN_BAL_UNC;INVESTIGATOR;SPONS_AGENCY;REFERENCE;REMARKS
CH;CLARIDENFIRN;2660;20020914;20011017;5.2925;-733;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20030917;20020914;5.12937;-1979;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20040918;20030917;5.12937;-304;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20050910;20040918;5.12937;-845;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20060911;20050911;5.12937;-941;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20070924;20060911;5.12937;-1102;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20080916;20070924;5.12937;-1234;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20090912;20080920;5.12937;-1355;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20100905;20090913;5.12937;-589;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20110904;20100906;5.12937;-1686;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20120826;20110903;5.12937;-1623;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20130906;20120910;5.12937;-337;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CLARIDENFIRN;2660;20140915;20130906;5.12937;-501;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;very negative MB values in the lowest elevation bands are due to frontal break-off
CH;CORBASSIERE;366;19970827;19960912;16.1775;8;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;19980826;19970827;16.07125;-1522;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;19990901;19980826;16.02188;-71;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20000829;19990901;16.02;-638;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20010912;20000829;16.02;38;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20020907;20010912;16.02;-570;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20030905;20020907;16.00937;-1522;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20040908;20030905;16.00937;-597;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20050901;20040908;16.00937;-829;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20060704;20050901;16.00937;-965;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20070904;20060907;16.00937;-510;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20080908;20070904;16.00937;-1142;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20090907;20080908;16.00937;-1027;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20100901;20090907;16.00937;-975;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20110830;20100901;16.00937;-1251;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20120918;20110830;16.00937;-1470;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20130925;20120919;16.00937;-449;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORBASSIERE;366;20140908;20130925;16.00937;-221;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;CORVATSCH SOUTH;4535;20140830;20130831;0.2257;120;30;Mauro Fischer;Department of Geosciences, University of Fribourg, CH-1700 Fribourg, Switzerland;;
CH;FINDELEN;389;20051017;20041028;13.30753;-501;200;Machguth H. (GIUZ), Hoelzle M. (GIUZ);GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20061011;20051017;13.21626;-800;200;Machguth H. (GIUZ), Hoelzle M. (DGUF);DGUF: Department of Geosciences, University of Fribourg, GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20071008;20061011;13.19249;-301;200;Machguth H. (GIUZ), Hoelzle M. (DGUF);DGUF: Department of Geosciences, University of Fribourg, GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20081012;20071008;13.15625;-745;200;Linsbauer A. (GIUZ), Machguth H. (GIUZ), Salzmann N. (GIUZ), Hoelzle M. (DGUF);DGUF: Department of Geosciences, University of Fribourg, GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20091006;20081012;13.07689;-217;200;Linsbauer A. (GIUZ), Machguth H. (GIUZ), Salzmann N. (GIUZ), Hoelzle M. (DGUF);DGUF: Department of Geosciences, University of Fribourg, GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20100929;20091006;13.03941;-542;200;Machguth H. (GIUZ), Linsbauer A. (GIUZ), Salzmann N. (GIUZ);GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20110929;20100929;12.96316;-852;200;Machguth H. (GIUZ), Linsbauer A. (GIUZ), Salzmann N. (GIUZ);GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20121002;20110929;12.94879;-1138;200;Huss M. (DGUF), Salzmann N. (DGUF), Leysinger G. (GIUZ);DGUF: Department of Geosciences, University of Fribourg, GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20130927;20121002;12.89505;182;200;Huss M. (DGUF), Salzmann N. (DGUF), Leysinger G. (GIUZ);DGUF: Department of Geosciences, University of Fribourg, GIUZ: Department of Geography, University of Zurich;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FINDELEN;389;20140927;20130925;12.88004;159;200;Matthias Huss, Horst Machguth, Nadine Salzmann, Gwendolynn Leysinger-Vieli, Andreas Linsbauer, Leo S;Department of Geosciences, University of Fribourg, CH-1700 Fribourg, Switzerland / Institute of Geography,  Physical Geography Division, University of Zurich, CH-8057 Zurich, Switzerland;Sold, L., Huss, M., Machguth, H., Joerg, P.C., Leysinger-Vieli, G., Linsbauer, A., Salzmann, N., Zemp, M., and Hoelzle, M. (2016). Mass balance reanalysis of Findelengletscher, Switzerland, benefits from extensive snow accumulation measurements Frontiers;
CH;FORNO;396;19551006;19541008;9.45313;-252;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;
CH;FORNO;396;19561018;19551006;9.37312;-546;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;
CH;FORNO;396;19570927;19561018;9.00313;-731;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;
CH;FORNO;396;19581007;19570927;8.98687;-761;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;
CH;FORNO;396;19591006;19581007;8.96625;-1074;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;
CH;FORNO;396;19600927;19591006;8.945;-465;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;
CH;GIETRO;367;19670905;19660907;5.66812;-394;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19680916;19670905;5.66688;412;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19690812;19680916;5.66437;304;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19700813;19690812;5.66375;171;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19710918;19700813;5.64938;-1576;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19720922;19710918;5.6675;-261;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19730821;19720922;5.65688;-324;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19740915;19730821;5.65688;-350;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19750915;19740915;5.6575;51;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19760915;19750915;5.65688;-994;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19770915;19760915;5.65688;673;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19780915;19770915;5.65625;799;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19790915;19780915;5.65625;-533;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19800915;19790915;5.65625;971;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19810915;19800915;5.65562;350;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19820915;19810915;5.655;-587;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19830915;19820915;5.655;-404;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19840915;19830915;5.655;-541;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19850915;19840915;5.6825;-31;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19860915;19850915;5.88125;-731;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19870915;19860915;5.84687;-131;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19880915;19870915;5.84687;-253;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19890915;19880915;5.84187;-535;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19900915;19890915;5.83688;-236;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19910915;19900915;5.83375;-1327;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19920915;19910915;5.82937;-391;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19930915;19920915;5.82688;-295;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19940915;19930915;5.82375;-277;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19950915;19940915;5.81813;-233;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19960915;19950915;5.81625;145;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19970915;19960915;5.70125;215;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19980915;19970915;5.61125;-1808;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;19990915;19980915;5.60875;206;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20000828;19990915;5.60562;-548;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20010829;20000828;5.6025;4;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20020906;20010829;5.59625;-84;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20030904;20020906;5.54812;-2409;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20040909;20030904;5.56562;-502;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20050831;20040909;5.54625;-364;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20060906;20050831;5.5175;-828;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20070903;20060906;5.48937;-195;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20080908;20070903;5.43;-810;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20090907;20080908;5.43;-1041;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20100901;20090907;5.43;-637;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20110831;20100901;5.43;-1096;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20120917;20110831;5.43;-1334;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20130925;20120917;5.43;-78;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GIETRO;367;20140908;20130925;5.43;-198;;;VAW / ETH Zuerich;Huss et al. 2015, Journal of Glaciology;winter balance = reconstructed
CH;GRIES;359;19620930;19611001;6.574;-984;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19630930;19621001;6.55;-180;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19640930;19631001;6.534;-688;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19650930;19641001;6.515;445;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19660930;19651001;6.496;-357;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19670930;19661001;6.422;29;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19680930;19671001;6.434;379;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19690930;19681001;6.42;733;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19700930;19691001;6.415;-758;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19710930;19701001;6.403;-527;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19720930;19711001;6.396;408;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19730930;19721001;6.388;-1095;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19740930;19731001;6.379;-178;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19750930;19741001;6.372;378;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19760930;19751001;6.364;-1021;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19770930;19761001;6.356;1166;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19780930;19771001;6.348;1056;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19790930;19781001;6.364;-885;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19800930;19791001;6.261;570;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19810930;19801001;6.237;-324;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19820930;19811001;6.228;-1304;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19830930;19821001;6.221;-779;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19840930;19831001;6.209;-4;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19850930;19841001;6.194;-526;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19860930;19851001;6.077;-947;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19870930;19861001;5.991;-733;;VAW / ETH Z¸rich;VAW / ETH Z¸rich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19880930;19871001;5.963;-924;;Aellen M. (VAW), Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19890930;19881001;5.929;-1071;;Aellen M. (VAW), Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19900930;19891001;5.891;-1988;;Aellen M. (VAW), Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19910930;19901001;5.799;-1344;;Aellen M. (VAW), Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19920930;19911001;5.933;-1125;;Aellen M. (VAW), Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19930930;19921001;5.879;-1052;;Aellen M. (VAW), Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19940930;19931001;5.822;-209;;Funk M. (VAW), Hoelzle M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19950930;19941001;5.781;-278;;Funk M. (VAW), Hoelzle M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19960930;19951001;5.755;-517;;Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19970930;19961001;5.734;-1068;;Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19980930;19971001;5.767;-2053;;Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;19990930;19981001;5.324;-564;;Funk M. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;20000930;19991001;5.314;-985;;Funk M. (VAW), Bauder A. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;20010930;20001001;5.309;-229;;Funk M. (VAW), Bauder A. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;20020930;20011001;5.302;-990;;Funk M. (VAW), Bauder A. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;20030930;20021001;5.274;-2711;;Funk M. (VAW), Bauder A. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;20040930;20031001;5.167;-1146;;Funk M. (VAW), Bauder A. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
CH;GRIES;359;20050930;20041001;5.133;-1512;;Funk M. (VAW), Bauder A. (VAW);VAW: Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zurich;Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/;
