"PU","NAME","WGMS_ID","SURVEY_DATE","REFERENCE_DATE","AREA","ANNUAL_BALANCE","ANNUAL_BALANCE_UNC","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS"
"AQ","BAHIA DEL DIABLO",2665,20140228.0000000,20130301.0000000,12.9000000,190,10.00000,"Ermolin E. (IAA-DG), Marinsek S. (IAA-DG), Seco J. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino","WGMS (2017): GGCB No. 2 (2014-2015).",
"AQ","BAHIA DEL DIABLO",2665,20150228.0000000,20140301.0000000,12.8999996,25,30.00000,"Marinsek S. (IAA-DG), Seco J. (IAA-DG), Ermolin E. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino","WGMS (2017): GGCB No. 2 (2014-2015).",
"AQ","BAHIA DEL DIABLO",2665,20160228.0000000,20150301.0000000,12.9000000,-561,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
"AQ","BAHIA DEL DIABLO",2665,20170228.0000000,20160301.0000000,,-380,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
"AQ","BAHIA DEL DIABLO",2665,20189999.0000000,20179999.0000000,,-130,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, 25 de Mayo 1143, 1650 - Gral. San Martín, Argentina",,
"AQ","BELLINGSHAUSEN",6833,20089999.0000000,20079999.0000000,11.0200004,-82,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,20099999.0000000,20089999.0000000,11.0200004,-694,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,20109999.0000000,20099999.0000000,11.0200004,375,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,20119999.0000000,20109999.0000000,11.0200004,93,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,20129999.0000000,20119999.0000000,11.0200004,-429,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","COMMONWEALTH",878,19949999.0000000,19939999.0000000,52.2000007,4,27.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,19959999.0000000,19949999.0000000,52.2000007,52,29.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,19969999.0000000,19959999.0000000,52.2000007,-21,25.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,19979999.0000000,19969999.0000000,52.2000007,36,25.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,19989999.0000000,19979999.0000000,52.2000007,31,32.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,19999999.0000000,19989999.0000000,52.2000007,-16,33.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,20009999.0000000,19999999.0000000,52.2000007,-10,29.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,20019999.0000000,20009999.0000000,52.2000007,-4,25.00000,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
